Country,Type,Parent,Capacity (GW)
Austria,Bioenergy,UBS Europe SE,0.0125
Austria,Bioenergy,Constantia Industries AG,0.01
Austria,Bioenergy,Oberbank AG,0.0013571428571428571
Austria,Bioenergy,OÖ Landesholding GmbH,0.0013571428571428571
Austria,Bioenergy,Raiffeisenlandesbank Oberösterreich AG,0.0013571428571428571
Austria,Bioenergy,TIWAG-Tiroler Wasserkraft AG,0.0013571428571428571
Austria,Bioenergy,Verbund AG,0.0013571428571428571
Austria,Bioenergy,small shareholder(s),0.0013571428571428571
Austria,Hydropower,Verbund Hydro Power GmbH,6.99
Austria,Hydropower,Illwerke vkw,2.34
Austria,Hydropower,Tiroler Wasserkraft AG (TIWAG),1.441
Austria,Hydropower,Verbund AG,0.4373
Austria,Hydropower,KELAG,0.4111
Austria,Hydropower,Energie AG Oberösterreich GmbH,0.2535
Austria,Hydropower,Salzburg AG,0.246
Austria,Hydropower,ÖBB-Infrastruktur AG,0.194
Austria,Hydropower,Unknown,0.17
Austria,Hydropower,Innwerk AG,0.039
Austria,Hydropower,TIWAG-Tiroler Wasserkraft AG,0.038
Austria,Hydropower,Energie AG Oberösterreich Trading GmbH,0.026
Austria,Hydropower,Energie Steiermark AG,0.0035499999999999998
Austria,Hydropower,Wien Energie GmbH,0.0014199999999999998
Austria,Oil and gas,Wiener Stadtwerke GmbH,1.775
Austria,Oil and gas,Verbund AG,1.1062126137335717
Austria,Oil and gas,EVN AG,0.485
Austria,Oil and gas,Linz AG,0.4333413951318143
Austria,Oil and gas,OÖ Landesholding GmbH,0.22479064049722733
Austria,Oil and gas,OMV AG,0.17
Austria,Oil and gas,Voestalpine AG,0.153
Austria,Oil and gas,Heinzel Holding GmbH,0.1
Austria,Oil and gas,Lenzing AG,0.07
Austria,Oil and gas,Sappi Ltd,0.07
Austria,Oil and gas,Raiffeisenlandesbank Oberösterreich AG,0.059745153050542274
Austria,Oil and gas,Metafrax Group,0.041
Austria,Oil and gas,State of Salzburg,0.035712574850299404
Austria,Oil and gas,TIWAG-Tiroler Wasserkraft AG,0.035425729958664096
Austria,Oil and gas,City of Salzburg,0.026239520958083833
Austria,Oil and gas,Oberbank AG,0.022212613733571814
Austria,Oil and gas,small shareholder(s),0.01831975808622515
Austria,Utility-scale solar,Unknown,0.630164
Austria,Utility-scale solar,Energie Burgenland,0.15486000000000003
Austria,Utility-scale solar,Wien Energie Vertrieb GmbH & Co KG,0.02088
Austria,Utility-scale solar,BayWa R.E. AG,0.01044
Austria,Utility-scale solar,EVN Group,0.01044
Austria,Wind,PÜSPÖK Group,0.52
Austria,Wind,Energie Burgenland,0.337
Austria,Wind,EVN Naturkraft Erzeugungsgesellschaft mbH,0.3175
Austria,Wind,Windkraft Simonsfeld AG,0.223
Austria,Wind,Web Windenergie AG,0.1983
Austria,Wind,Energiepark Bruck/Leitha GmbH,0.17
Austria,Wind,Wien Energie Vertrieb GmbH & Co KG,0.1635
Austria,Wind,Energie Burgenland Windkraft GmbH,0.1406
Austria,Wind,Unknown,0.118
Austria,Wind,WindLandKraft GmbH,0.099
Austria,Wind,Verbund AG,0.097
Austria,Wind,Ökoenergie Beteiligungs GmbH,0.071
Austria,Wind,EVN Group,0.0545
Austria,Wind,ContourGlobal Erneuerbare Energie Europa GmbH,0.044649999999999995
Austria,Wind,Österreichische Bundesforste AG,0.042
Austria,Wind,ImWind Erneuerbare Energie GmbH,0.04
Austria,Wind,Energie Steiermark AG,0.039
Austria,Wind,Encavis AG,0.037
Austria,Wind,KELAG,0.036
Austria,Wind,Smart Energy Betriebs GmbH,0.033
Austria,Wind,ImWind,0.032
Austria,Wind,Others,0.27695000000000003
Azerbaijan,Bioenergy,CNIM Groupe SA,0.037
Azerbaijan,Hydropower,AzerEnerji JSC,1.025
Azerbaijan,Hydropower,Artsakh HEK,0.05
Azerbaijan,Hydropower,Unknown,0.025
Azerbaijan,Hydropower,East Azerbaijan Regional Water Authority,0.02
Azerbaijan,Oil and gas,AzerEnerji JSC,7.140899999999999
Azerbaijan,Utility-scale solar,Masdar Clean Energy,0.23
Azerbaijan,Utility-scale solar,Unknown,0.0715
Azerbaijan,Wind,Azerishiq OJSC,0.05
Bahrain,Oil and gas,Aluminium Bahrain BSC,3.9269
Bahrain,Oil and gas,ACWA Power Co,2.1717
Bahrain,Oil and gas,ENGIE SA,0.7780360000000001
Bahrain,Oil and gas,The Electricity and Water Authority,0.7
Bahrain,Oil and gas,Mitsui & Co Ltd,0.45
Bahrain,Oil and gas,Malakoff Corporation Bhd,0.27636
Bahrain,Oil and gas,Gulf Investment Corp,0.23361600000000002
Bahrain,Oil and gas,Sumitomo Corp,0.20727
Bahrain,Oil and gas,Y. K. Almoayyed & Sons BSC,0.14999999999999997
Bahrain,Oil and gas,Social Insurance Organization (Bahrain),0.050868000000000045
Bahrain,Utility-scale solar,Unknown,0.0116
Bangladesh,Bioenergy,Canves Environmental Investment Co Ltd,0.042
Bangladesh,Coal,Coal Power Generation Company Bangladesh Ltd,1.2
Bangladesh,Coal,Bangladesh Power Development Board,1.06
Bangladesh,Coal,S. Alam Cold Rolled Steels Ltd,0.924
Bangladesh,Coal,China General Technology (Group) Holdings Co Ltd,0.66
Bangladesh,Coal,NTPC Ltd,0.66
Bangladesh,Coal,Norinco,0.66
Bangladesh,Coal,North-West Power Generation Co Ltd,0.66
Bangladesh,Coal,Rural Power Company Ltd,0.66
Bangladesh,Coal,Power Construction Corporation of China Ltd,0.6
Bangladesh,Coal,STG Development Group,0.132
Bangladesh,Coal,small shareholder(s),0.014
Bangladesh,Hydropower,Bangladesh Power Development Board (BPDB),0.23
Bangladesh,Oil and gas,Bangladesh Power Development Board,5.2911779999999995
Bangladesh,Oil and gas,Ashuganj Power Station Co Ltd,1.901
Bangladesh,Oil and gas,North-West Power Generation Co Ltd,1.4205
Bangladesh,Oil and gas,Summit Power International Ltd,1.239436
Bangladesh,Oil and gas,Electricity Generation Company of Bangladesh Ltd,0.957
Bangladesh,Oil and gas,Bangla Trac Ltd,0.7491599999999999
Bangladesh,Oil and gas,Rural Power Company Ltd,0.511278
Bangladesh,Oil and gas,United Power Generation & Distribution Company Ltd,0.5024124
Bangladesh,Oil and gas,Summit Power Ltd,0.43850100000000003
Bangladesh,Oil and gas,General Electric Co,0.43516
Bangladesh,Oil and gas,CGN Energy International Holding Co,0.423
Bangladesh,Oil and gas,Sembcorp Industries Ltd,0.414
Bangladesh,Oil and gas,Doreen Power Generations and Systems Ltd,0.408242
Bangladesh,Oil and gas,Aljomaih Holding Co,0.387
Bangladesh,Oil and gas,United Enterprises & Company Ltd,0.3625
Bangladesh,Oil and gas,Desh Energy Ltd,0.32080000000000003
Bangladesh,Oil and gas,Confidence Cement PLC,0.29352300000000003
Bangladesh,Oil and gas,LTL Holdings Pvt Ltd,0.234893
Bangladesh,Oil and gas,Unknown,0.23406760000000001
Bangladesh,Oil and gas,Shapoorji Pallonji And Company Pvt Ltd,0.22
Bangladesh,Oil and gas,Sikder Group,0.21509999999999999
Bangladesh,Oil and gas,Others,3.5842419999999997
Bangladesh,Utility-scale solar,Bangladesh Export Import Co Ltd,0.2
Bangladesh,Utility-scale solar,Beximco Power Co Ltd,0.19140000000000001
Bangladesh,Utility-scale solar,Bangladesh China Renewable Energy Company LTD (BCRECL),0.188884865735768
Bangladesh,Utility-scale solar,Orion Renewable Energy Group LLC,0.11658
Bangladesh,Utility-scale solar,Unknown,0.0735
Bangladesh,Utility-scale solar,Electricity Generation Company of Bangladesh Ltd,0.06525
Bangladesh,Utility-scale solar,China Sunergy Company LTD (ESUN),0.05
Bangladesh,Utility-scale solar,Energon Technologies FZE,0.05
Bangladesh,Utility-scale solar,Jiangsu Zhongtian Technology Co Ltd,0.047850000000000004
Bangladesh,Utility-scale solar,HDFC Sinpower Ltd,0.0435
Bangladesh,Utility-scale solar,Joules Power LTD (JPL),0.02
Bangladesh,Utility-scale solar,Shunfeng Investments Ltd,0.015224999999999999
Bangladesh,Utility-scale solar,Spectra Engineers Ltd,0.015224999999999999
Bangladesh,Utility-scale solar,Intraco Solar Power LTD (ISPL),0.015
Bangladesh,Utility-scale solar,Juli New Energy Co Ltd,0.015
Bangladesh,Wind,US-DK Green Energy (BD) Ltd,0.06
Barbados,Oil and gas,Emera Inc,0.183
Barbados,Utility-scale solar,Unknown,0.0146
Barbados,Utility-scale solar,Barbados Light & Power Co Ltd,0.00959074074074074
Barbados,Wind,Unknown,0.001
Belarus,Hydropower,Vitebskenergo RUE,0.04
Belarus,Nuclear,"Republican Unitary Enterprise ""Belarusian Nuclear Power Plant""",2.388
Belarus,Oil and gas,BelEnergo State Production Association of Power Industry,9.2302
Belarus,Utility-scale solar,United Green,0.109
Belarus,Utility-scale solar,Unknown,0.0985148583690987
Belarus,Utility-scale solar,Belorusneft,0.05115599999999999
Belgium,Bioenergy,Stora Enso Oyj,0.045
Belgium,Bioenergy,I.D.E.A. SC,0.037399999999999996
Belgium,Bioenergy,Association Intercommunale de Traitement des Déchets Liégeois CVBA/SCRL,0.03
Belgium,Bioenergy,Südzucker AG,0.026
Belgium,Bioenergy,Katoen Natie NV,0.02
Belgium,Bioenergy,Veolia Environnement SA,0.02
Belgium,Bioenergy,Holding Gruppo Marchi SpA,0.019257
Belgium,Bioenergy,QR Partners SRL,0.019257
Belgium,Bioenergy,Belfius Bank NV,0.0045
Belgium,Bioenergy,Creadiv NV,0.0045
Belgium,Bioenergy,Efin BV,0.0045
Belgium,Bioenergy,EthiasCo CVBA/SCRL,0.0045
Belgium,Bioenergy,Fineg NV,0.0045
Belgium,Bioenergy,KBC Groep NV,0.0045
Belgium,Bioenergy,Mohawk Industries Inc,0.0045
Belgium,Bioenergy,Nuhma AC NV,0.0045
Belgium,Bioenergy,P&V Insurance CV,0.0045
Belgium,Bioenergy,Vlaamse Energieholding BV,0.0045
Belgium,Bioenergy,small shareholder(s),0.0034860000000000004
Belgium,Hydropower,ENGIE SA,1.164
Belgium,Hydropower,Service Public Wallonie (SPW),0.144
Belgium,Nuclear,Engie Electrabel,2.098
Belgium,Nuclear,Societes Reunies D'Energie Du Bassin De L'Escaut SA,1.09
Belgium,Nuclear,Indivision Doel,0.908
Belgium,Oil and gas,ENGIE SA,3.7549
Belgium,Oil and gas,EDF Belgium SA,0.787528
Belgium,Oil and gas,Tessenderlo Group,0.422
Belgium,Oil and gas,TotalEnergies SE,0.413
Belgium,Oil and gas,Pubilec CVBA/SCRL,0.303072
Belgium,Oil and gas,BASF Antwerpen NV,0.1931
Belgium,Oil and gas,INEOS Ltd,0.138
Belgium,Utility-scale solar,Unknown,0.6335
Belgium,Utility-scale solar,Limburgse investeringsmaatschappij (LRM),0.088025
Belgium,Utility-scale solar,INEOS Ltd,0.05574538618925831
Belgium,Utility-scale solar,Katoen Natie NV,0.0384
Belgium,Utility-scale solar,Pairi Daiza Zoo,0.0348
Belgium,Utility-scale solar,ArcelorMittal SA,0.0087
Belgium,Utility-scale solar,Höganäs Belgium,0.008399999999999998
Belgium,Utility-scale solar,Oceans of Energy,0.002621969309462916
Belgium,Utility-scale solar,Carmeuse,0.0013
Belgium,Utility-scale solar,Integrale Group,0.0013
Belgium,Utility-scale solar,Perpetum Energy,0.0013
Belgium,Utility-scale solar,Group Machiels,0.0010249999999999999
Belgium,Utility-scale solar,Luminus NV/SA,0.0010249999999999999
Belgium,Utility-scale solar,Sibelco,0.0010249999999999999
Belgium,Wind,Eneco,0.822
Belgium,Wind,Aspiravi NV,0.404
Belgium,Wind,EDF Luminus,0.353
Belgium,Wind,C-Power,0.325
Belgium,Wind,Parkwind NV,0.2886
Belgium,Wind,ENGIE SA,0.236
Belgium,Wind,Sumitomo Corp,0.1944
Belgium,Wind,Elico,0.185
Belgium,Wind,Ventis,0.108
Belgium,Wind,NV Wind aan de Stroom,0.083
Belgium,Wind,China General Nuclear Power Group Co Ltd,0.081
Belgium,Wind,Ventient Energy,0.071
Belgium,Wind,Meewind,0.06434999999999999
Belgium,Wind,Elawan Energy SL,0.058
Belgium,Wind,Vleemo NV,0.055
Belgium,Wind,Elicio,0.053
Belgium,Wind,International Car Operators (ICO),0.044
Belgium,Wind,Wind4Wallonia,0.038
Belgium,Wind,Aspiravi Offshore,0.037079999999999995
Belgium,Wind,DEME Group,0.037079999999999995
Belgium,Wind,Others,0.41448
Belize,Bioenergy,American Sugar Refining Inc,0.0275
Belize,Utility-scale solar,Unknown,0.004200000000000001
Benin,Oil and gas,Benpower SA,0.1274
Benin,Utility-scale solar,Eiffage,0.02175
Benin,Utility-scale solar,Unknown,0.0029
Bermuda,Oil and gas,Liberty Group Ltd,0.114
Bermuda,Utility-scale solar,Saturn Power,0.006
Bhutan,Hydropower,Druk Green Power CORP LTD (DGPC),1.6723400000000002
Bhutan,Hydropower,National Hydroelectric Power CORP (NHPC),0.72
Bhutan,Hydropower,Government of Bhutan,0.51
Bhutan,Hydropower,Government of India,0.51
Bhutan,Hydropower,Tata Power Company Ltd,0.03276
Bhutan,Hydropower,National Pension & Provident Fund of Bhutan (NPPF),0.0189
Bhutan,Utility-scale solar,Government of Bhutan,0.015137999999999999
Bolivia,Bioenergy,Empresa Azucarera San Buenaventura,0.03
Bolivia,Bioenergy,Compañía Industrial Azucarera San Aurelio SA,0.003
Bolivia,Geothermal,Unknown,0.005
Bolivia,Hydropower,Empresa Nacional de Electricidad Corp,0.414
Bolivia,Hydropower,Bolivian National Electricity CO (ENDE),0.194
Bolivia,Hydropower,Unknown,0.145
Bolivia,Hydropower,Hidroeléctrica Boliviana SA,0.038
Bolivia,Hydropower,Inkia Energy Ltd,0.034
Bolivia,Oil and gas,Empresa Nacional de Electricidad Corp,1.54178
Bolivia,Oil and gas,Petróleos de Venezuela SA,0.6419199999999999
Bolivia,Oil and gas,Yacimientos Petrolíferos Fiscales Bolivianos Corp,0.14
Bolivia,Oil and gas,Empresa Siderúrgica del Mutún SA,0.108
Bolivia,Utility-scale solar,Bolivian National Electricity CO (ENDE),0.15939305555555555
Bolivia,Utility-scale solar,Unknown,0.0067
Bolivia,Wind,Bolivian National Electricity CO (ENDE),0.135
Bosnia and Herzegovina,Coal,Elektroprivreda BiH dd,1.09
Bosnia and Herzegovina,Coal,Elektroprivreda Republike Srpske AD,0.3
Bosnia and Herzegovina,Coal,Rudnik i Termoelektrana Ugljevik AD,0.3
Bosnia and Herzegovina,Coal,Stanari Investments Ltd,0.3
Bosnia and Herzegovina,Hydropower,Elektroprivreda Hrvatske Zajednice Herceg Bosne (Elektroprivreda HZHB),0.6
Bosnia and Herzegovina,Hydropower,Elektroprivreda Bosne i Hercegovine (EPBiH),0.504
Bosnia and Herzegovina,Hydropower,Elektroprivreda Republike Srpske (ERS),0.42314999999999997
Bosnia and Herzegovina,Hydropower,Elektroprivreda HZHB Mostar dd,0.24
Bosnia and Herzegovina,Hydropower,Unknown,0.12264
Bosnia and Herzegovina,Hydropower,Pension Reserve Fund of the Republic of Srpska,0.06509999999999999
Bosnia and Herzegovina,Hydropower,EFT Group,0.035
Bosnia and Herzegovina,Hydropower,Republic of Srpska Restitution Fund,0.032549999999999996
Bosnia and Herzegovina,Hydropower,Kristal Invest,0.0063
Bosnia and Herzegovina,Utility-scale solar,Unknown,0.3541288772183991
Bosnia and Herzegovina,Utility-scale solar,EFT International Investments Holdings Ltd,0.0522
Bosnia and Herzegovina,Utility-scale solar,Greenstat ASA,0.03915
Bosnia and Herzegovina,Utility-scale solar,Deling Invest,0.032189999999999996
Bosnia and Herzegovina,Utility-scale solar,MET Consulting,0.02436
Bosnia and Herzegovina,Wind,VE Ivovik doo,0.084
Bosnia and Herzegovina,Wind,Elektroprivreda HZHB Mostar dd,0.051
Bosnia and Herzegovina,Wind,Elektroprivreda Bosne i Hercegovine (EPBiH),0.048
Bosnia and Herzegovina,Wind,FL Wind,0.036
Bosnia and Herzegovina,Wind,Interenergo,0.025
Botswana,Coal,Botswana Power Corp,0.732
Botswana,Oil and gas,Botswana Power Corp,0.07
Botswana,Utility-scale solar,Scatec ASA,0.1044
Botswana,Utility-scale solar,Unknown,0.0144
Brazil,Bioenergy,Suzano SA,1.6085
Brazil,Bioenergy,Raizen SA,1.2485
Brazil,Bioenergy,Klabin SA,0.785
Brazil,Bioenergy,Royal Golden Eagle Pte Ltd,0.569
Brazil,Bioenergy,BP PLC,0.422
Brazil,Bioenergy,Usina Eldorado SA,0.342
Brazil,Bioenergy,São Martinho SA,0.335
Brazil,Bioenergy,Grupo Zilor,0.3128
Brazil,Bioenergy,COFCO International Ltd,0.295
Brazil,Bioenergy,Kieppe Participações e Administração Ltda,0.273
Brazil,Bioenergy,Kieppe Patrimonial SA,0.273
Brazil,Bioenergy,Empresas CMPC SA,0.25
Brazil,Bioenergy,Usina Alto Alegre - Açúcar e Álcool SA,0.2
Brazil,Bioenergy,Cerradinho Participações SA,0.199
Brazil,Bioenergy,Summit Brazil Renewables I LLC,0.196512
Brazil,Bioenergy,Tereos Internacional SA,0.19180499999999998
Brazil,Bioenergy,Adecoagro SA,0.19
Brazil,Bioenergy,KKR & Co. Inc,0.1768
Brazil,Bioenergy,Brookfield Corp,0.175
Brazil,Bioenergy,CPFL Energias Renováveis SA,0.175
Brazil,Bioenergy,Unknown,0.068078
Brazil,Bioenergy,Others,8.92048
Brazil,Coal,Fram Capital Gestão de Ativos SA,1.942
Brazil,Coal,Eneva SA,0.36
Brazil,Coal,J&F Investimentos SA,0.35
Brazil,Coal,Perfin Space X,0.1725
Brazil,Coal,Starboard Asset Ltda,0.1725
Brazil,Hydropower,Eletrobras Furnas,14.95548
Brazil,Hydropower,Norte Energia SA,11.233
Brazil,Hydropower,Companhia Hidro Elétrica do São Francisco SA (CHESF),11.14712
Brazil,Hydropower,Eletrobras Eletronorte,9.16112
Brazil,Hydropower,Engie Brasil Energia SA,8.1889
Brazil,Hydropower,Itaipú Binational,7.0
Brazil,Hydropower,CTG Brasil,6.928
Brazil,Hydropower,Companhia Paranaense de Energia (COPEL),5.04988
Brazil,Hydropower,Companhia Energética de Minas Gerais,2.76966
Brazil,Hydropower,AES Brasil,2.563
Brazil,Hydropower,Neoenergia,1.83971
Brazil,Hydropower,SPIC Brasil SA,1.71
Brazil,Hydropower,Auren Energia SA,1.654
Brazil,Hydropower,EDP Brasil SA,1.38759
Brazil,Hydropower,Votorantim SA,1.2349
Brazil,Hydropower,Enel Green Power,1.083
Brazil,Hydropower,Aliança Energia,1.04412
Brazil,Hydropower,Companhia Estadual De Geração De Energia Elétrica (CEEE),1.00955
Brazil,Hydropower,Eletrobras Eletrosul,0.92787
Brazil,Hydropower,Empresa Metropolitana de Águas e Energia SA,0.889
Brazil,Hydropower,Unknown,0.497
Brazil,Hydropower,Others,10.235520000000001
Brazil,Nuclear,Eletrobras Eletronuclear SA,1.99
Brazil,Oil and gas,Petróleo Brasileiro SA,5.973412000000001
Brazil,Oil and gas,Eneva SA,4.460859
Brazil,Oil and gas,J&F Investimentos SA,3.407408
Brazil,Oil and gas,State Power Investment Corp Ltd,0.9933
Brazil,Oil and gas,Electricité de France SA,0.827
Brazil,Oil and gas,DC Energia e Participações SA,0.6836228951048952
Brazil,Oil and gas,Commandery Participações SA,0.6818192000000001
Brazil,Oil and gas,Karadeniz Holding AŞ,0.5685
Brazil,Oil and gas,Grupo Neoenergia SA,0.533
Brazil,Oil and gas,9 West Finance SARL,0.5041749999999999
Brazil,Oil and gas,BP PLC,0.5041749999999999
Brazil,Oil and gas,EIG Prumo Equity Investment Fund,0.5041749999999999
Brazil,Oil and gas,Siemens Energy AG,0.5041749999999999
Brazil,Oil and gas,Bolognesi Energia SA,0.5002264
Brazil,Oil and gas,Ternium SA,0.49
Brazil,Oil and gas,small shareholder(s),0.32969793706293704
Brazil,Oil and gas,ArcelorMittal SA,0.3115
Brazil,Oil and gas,Savana SPE Incorporação Ltda,0.30488
Brazil,Oil and gas,Pátria Investments Ltd,0.283065
Brazil,Oil and gas,Companhia Siderúrgica Nacional SA,0.2352
Brazil,Oil and gas,Unknown,0.0313808
Brazil,Oil and gas,Others,2.610818767832168
Brazil,Utility-scale solar,Unknown,5.894727574629629
Brazil,Utility-scale solar,Solatio Energia,1.5953274074074075
Brazil,Utility-scale solar,Enel Green Power SpA,1.3376907407407408
Brazil,Utility-scale solar,Voltalia SA,1.0800094785185184
Brazil,Utility-scale solar,Brookfield Corp,0.959074074074074
Brazil,Utility-scale solar,Focus Energia,0.693
Brazil,Utility-scale solar,EDP Renováveis,0.6078718518518518
Brazil,Utility-scale solar,Atlas Renewable Energy,0.5927077777777778
Brazil,Utility-scale solar,VTRM Energia Participações SA,0.5741999999999999
Brazil,Utility-scale solar,Atlas Brasil Comercializadora de Energia Ltda,0.553080880925926
Brazil,Utility-scale solar,Rio Alto Energias Renovaveis SA,0.5483396296296296
Brazil,Utility-scale solar,Scatec ASA,0.5185
Brazil,Utility-scale solar,Engie Brasil Energia SA,0.49413851851851853
Brazil,Utility-scale solar,Global Infrastructure Partners,0.4574591518518519
Brazil,Utility-scale solar,Newave energia,0.37851075925925926
Brazil,Utility-scale solar,SPIC Brasil,0.378
Brazil,Utility-scale solar,Essentia Energia,0.360876
Brazil,Utility-scale solar,Powerchina International Group Limited do Brasil,0.34269731481481486
Brazil,Utility-scale solar,Nebras Power QPSC,0.333036
Brazil,Utility-scale solar,NEWEN Soluções em Energia,0.3229202407407407
Brazil,Utility-scale solar,Albras Alumínio Brasileiro SA,0.31064995500000003
Brazil,Utility-scale solar,Others,5.38094651462963
Brazil,Wind,Enel Green Power Brasil Participações Ltda,2.9004000000000003
Brazil,Wind,AES Corp,2.0453
Brazil,Wind,EDF Renewables,1.8563319999999999
Brazil,Wind,Casa dos Ventos,1.7987
Brazil,Wind,Engie Brasil Energia SA,1.6809
Brazil,Wind,Omega Geração SA,1.5907
Brazil,Wind,Iberdrola Neoenergia,1.5531
Brazil,Wind,CPFL Renováveis,1.2046
Brazil,Wind,Echoenergia,1.2042
Brazil,Wind,Voltalia Energia do Brasil Ltda,1.013468
Brazil,Wind,CGN Brasil Energia,0.9768
Brazil,Wind,Companhia Paranaense de Energia,0.9289
Brazil,Wind,CGT Eletrosul,0.8677999999999999
Brazil,Wind,Rio Energy International Inc,0.8282999999999999
Brazil,Wind,ENGIE SA,0.828
Brazil,Wind,produção independente de energia elétrica (PIE),0.72
Brazil,Wind,Unknown,0.6864
Brazil,Wind,PEC Energia,0.6050180000000001
Brazil,Wind,Ibitu Energia,0.5322
Brazil,Wind,Brennand Energia,0.495
Brazil,Wind,Canada Pension Plan Investment Board,0.49110000000000004
Brazil,Wind,Others,11.237582
Brunei,Coal,Zhejiang HENGYI Group Co Ltd,0.09262000000000001
Brunei,Coal,Damai Holding Ltd,0.066
Brunei,Coal,Hangzhou Wanyong Industrial Investment Co Ltd,0.04158
Brunei,Coal,Unknown,0.019579999999999997
Brunei,Oil and gas,Department of Electrical Services (Brunei),0.11
Brunei,Oil and gas,Darussalam Assets Sdn Bhd,0.102
Brunei,Utility-scale solar,Unknown,0.0052
Bulgaria,Coal,Bulgarian Energy Holding EAD,1.72458
Bulgaria,Coal,Stoket Ltd,0.40320000000000006
Bulgaria,Coal,KKR & Co. Inc,0.33142
Bulgaria,Coal,Toplofikacia Pleven AD,0.23
Bulgaria,Coal,Ultimate Energy Investment Group LLC,0.2
Bulgaria,Coal,Newbury Management Ltd,0.13860000000000003
Bulgaria,Coal,Solvay SA,0.12771600000000002
Bulgaria,Coal,Bingham Management Ltd,0.105
Bulgaria,Coal,Cowlan Corp Ltd,0.063
Bulgaria,Coal,Toplofikacia Sliven EAD,0.03
Bulgaria,Coal,small shareholder(s),0.025200000000000004
Bulgaria,Hydropower,Natsionalna Elektricheska Kompania (NEK),2.63
Bulgaria,Hydropower,Akuo Energy SAS,0.031
Bulgaria,Nuclear,Bulgarian Energy Holding EAD,2.08
Bulgaria,Oil and gas,Toplofikacia Sofia EAD,0.242
Bulgaria,Oil and gas,LUKOIL PJSC,0.216
Bulgaria,Oil and gas,SIGDA OOD,0.21
Bulgaria,Oil and gas,EVN AG,0.05
Bulgaria,Oil and gas,Toplofikacia Pleven AD,0.043
Bulgaria,Utility-scale solar,Unknown,2.1876880643776824
Bulgaria,Utility-scale solar,Sunterra Re,0.45390351931330475
Bulgaria,Utility-scale solar,Huasun Energy,0.13292703862660946
Bulgaria,Utility-scale solar,Electrohold,0.10787999999999999
Bulgaria,Utility-scale solar,Enery Development GmbH,0.09969527896995707
Bulgaria,Utility-scale solar,Renalfa IPP,0.08525999999999999
Bulgaria,Utility-scale solar,Haeron Solar,0.07047
Bulgaria,Utility-scale solar,Enery BG 1,0.0522
Bulgaria,Utility-scale solar,Solaris Holding,0.0522
Bulgaria,Utility-scale solar,BCI JSC,0.04437000000000001
Bulgaria,Utility-scale solar,Korea South-East Power Co Ltd,0.018269999999999998
Bulgaria,Utility-scale solar,SDN Co Ltd,0.018269999999999998
Bulgaria,Utility-scale solar,Helios Power JSC,0.003654
Bulgaria,Wind,AES Corp,0.156
Bulgaria,Wind,MET Group,0.102
Bulgaria,Wind,Renalfa IPP,0.072
Bulgaria,Wind,Energie Versorgung Niederosterreich AG,0.056
Bulgaria,Wind,ERG SpA,0.04
Bulgaria,Wind,Mitsubishi Heavy Industries Ltd,0.035
Bulgaria,Wind,"GEK TERNA Holdings, Real Estate, Construction SA",0.03
Bulgaria,Wind,Enertrag Ltd,0.024
Bulgaria,Wind,Italgen,0.018
Bulgaria,Wind,Inwind Sp Ltd,0.016
Bulgaria,Wind,Lukerg Renew GmbH,0.014
Bulgaria,Wind,Stream Invest Holding AG,0.013
Bulgaria,Wind,KI-KELAG International GmbH,0.01
Bulgaria,Wind,Long Man Wind Energy,0.01
Bulgaria,Wind,Alerion Energie Rinnovabili,0.0061200000000000004
Bulgaria,Wind,European Energy A/S,0.00588
Burkina Faso,Oil and gas,Société Nationale d'électricité du Burkina,0.1449
Burkina Faso,Oil and gas,IAMGOLD Corp,0.057
Burkina Faso,Utility-scale solar,Cegelec,0.045133419689119166
Burkina Faso,Utility-scale solar,Africa REN,0.039585
Burkina Faso,Utility-scale solar,GreenYellow,0.026360999999999996
Burkina Faso,Utility-scale solar,Urbasolar SAS,0.0261
Burkina Faso,Utility-scale solar,AMEA Power,0.023142
Burkina Faso,Utility-scale solar,Unknown,0.020300000000000002
Burkina Faso,Utility-scale solar,Qair SAS,0.006525
Burkina Faso,Utility-scale solar,Stoa Infra & Energy,0.006525
Burkina Faso,Utility-scale solar,Africa Energy Corp,0.0010439999999999998
Burundi,Bioenergy,Country of Burundi,0.001
Burundi,Bioenergy,small shareholder(s),0.001
Burundi,Hydropower,Government of Burundi,0.035
Burundi,Oil and gas,Interpetrol Energy SA,0.03
Burundi,Utility-scale solar,Unknown,0.014
Cabo Verde,Utility-scale solar,Aguas de Ponta Preta (APP),0.0045133419689119166
Cabo Verde,Utility-scale solar,Unknown,0.004056670984455959
Cabo Verde,Utility-scale solar,Direcção Geral da Energia de Cabo Verde,0.003971740932642487
Cabo Verde,Wind,Cabeólica SA,0.0257
Cabo Verde,Wind,Unknown,0.013
Cambodia,Bioenergy,Berkeley Partners LLP,0.0015
Cambodia,Bioenergy,Dutch Entrepreneurial Development Bank NV,0.0015
Cambodia,Bioenergy,Heineken NV,0.0015
Cambodia,Bioenergy,KLP Norfund Investments AS,0.0015
Cambodia,Bioenergy,Siemens AG,0.0015
Cambodia,Bioenergy,small shareholder(s),0.0015
Cambodia,Coal,Cambodia International Investment Development Group Co Ltd,0.6025
Cambodia,Coal,China Huadian Corp Ltd,0.35
Cambodia,Coal,HNG Capital Sdn Bhd,0.25
Cambodia,Coal,Inner Mongolia Erdos Hongjun Investment Co Ltd,0.2025
