Country,Type,Age Category,Capacity (MW),Capacity %
American Samoa,Utility-scale solar,50+ years,0.0,0.0
Andorra,Hydropower,0-9 years,0.0,0.0
Andorra,Hydropower,10-19 years,0.0,0.0
Andorra,Hydropower,20-29 years,0.0,0.0
Andorra,Hydropower,30-39 years,0.0,0.0
Andorra,Hydropower,40-49 years,0.0,0.0
Andorra,Hydropower,50+ years,0.045,100.0
Angola,Oil and gas,0-9 years,0.804,16.226181670671075
Angola,Oil and gas,10-19 years,0.0,0.0
Angola,Oil and gas,20-29 years,0.0,0.0
Angola,Oil and gas,30-39 years,0.0,0.0
Angola,Oil and gas,40-49 years,0.0,0.0
Angola,Oil and gas,50+ years,0.0,0.0
Angola,Utility-scale solar,0-9 years,0.42095499999999997,8.495637195494208
Angola,Utility-scale solar,10-19 years,0.0,0.0
Angola,Utility-scale solar,20-29 years,0.0,0.0
Angola,Utility-scale solar,30-39 years,0.0,0.0
Angola,Utility-scale solar,40-49 years,0.0,0.0
Angola,Utility-scale solar,50+ years,0.0,0.0
Angola,Wind,0-9 years,0.0,0.0
Angola,Wind,10-19 years,0.05,1.0090908999173556
Angola,Wind,20-29 years,0.0,0.0
Angola,Wind,30-39 years,0.0,0.0
Angola,Wind,40-49 years,0.0,0.0
Angola,Wind,50+ years,0.0,0.0
Angola,Hydropower,0-9 years,2.77,55.9036358554215
Angola,Hydropower,10-19 years,0.11,2.219999979818182
Angola,Hydropower,20-29 years,0.52,10.494545359140497
Angola,Hydropower,30-39 years,0.0,0.0
Angola,Hydropower,40-49 years,0.0,0.0
Angola,Hydropower,50+ years,0.18,3.6327272397024797
Angola,Bioenergy,0-9 years,0.0,0.0
Angola,Bioenergy,10-19 years,0.1,2.018181799834711
Angola,Bioenergy,20-29 years,0.0,0.0
Angola,Bioenergy,30-39 years,0.0,0.0
Angola,Bioenergy,40-49 years,0.0,0.0
Angola,Bioenergy,50+ years,0.0,0.0
Antigua and Barbuda,Utility-scale solar,0-9 years,0.0075,100.0
Antigua and Barbuda,Utility-scale solar,10-19 years,0.0,0.0
Antigua and Barbuda,Utility-scale solar,20-29 years,0.0,0.0
Antigua and Barbuda,Utility-scale solar,30-39 years,0.0,0.0
Antigua and Barbuda,Utility-scale solar,40-49 years,0.0,0.0
Antigua and Barbuda,Utility-scale solar,50+ years,0.0,0.0
Argentina,Coal,0-9 years,0.0,0.0
Argentina,Coal,10-19 years,0.0,0.0
Argentina,Coal,20-29 years,0.0,0.0
Argentina,Coal,30-39 years,0.0,0.0
Argentina,Coal,40-49 years,0.375,0.8587022014582687
Argentina,Coal,50+ years,0.15,0.3434808805833075
Argentina,Oil and gas,0-9 years,7.5972,17.396619639783356
Argentina,Oil and gas,10-19 years,4.438,10.162454320191456
Argentina,Oil and gas,20-29 years,7.233,16.562648061727085
Argentina,Oil and gas,30-39 years,1.147,2.626483800193691
Argentina,Oil and gas,40-49 years,0.436,0.9983844262288137
Argentina,Oil and gas,50+ years,2.151,4.925515827564629
Argentina,Utility-scale solar,0-9 years,1.612423,3.6922431460851888
Argentina,Utility-scale solar,10-19 years,0.02483,0.056857535099223505
Argentina,Utility-scale solar,20-29 years,0.0,0.0
Argentina,Utility-scale solar,30-39 years,0.0,0.0
Argentina,Utility-scale solar,40-49 years,0.0,0.0
Argentina,Utility-scale solar,50+ years,0.0,0.0
Argentina,Wind,0-9 years,4.1558,9.516252290187396
Argentina,Wind,10-19 years,0.18930000000000002,0.43347287129613404
Argentina,Wind,20-29 years,0.018,0.04121770566999689
Argentina,Wind,30-39 years,0.0,0.0
Argentina,Wind,40-49 years,0.0,0.0
Argentina,Wind,50+ years,0.0,0.0
Argentina,Hydropower,0-9 years,0.0,0.0
Argentina,Hydropower,10-19 years,0.125,0.28623406715275623
Argentina,Hydropower,20-29 years,0.516,1.1815742292065776
Argentina,Hydropower,30-39 years,5.394,12.351572465775737
Argentina,Hydropower,40-49 years,3.799,8.699225768906567
Argentina,Hydropower,50+ years,2.316,5.303344796206268
Argentina,Nuclear,0-9 years,0.745,1.7059550402304273
Argentina,Nuclear,10-19 years,0.0,0.0
Argentina,Nuclear,20-29 years,0.0,0.0
Argentina,Nuclear,30-39 years,0.0,0.0
Argentina,Nuclear,40-49 years,0.656,1.5021563844176646
Argentina,Nuclear,50+ years,0.362,0.828933858474382
Argentina,Bioenergy,0-9 years,0.108,0.2473062340199814
Argentina,Bioenergy,10-19 years,0.122,0.2793644495410901
Argentina,Bioenergy,20-29 years,0.0,0.0
Argentina,Bioenergy,30-39 years,0.0,0.0
Argentina,Bioenergy,40-49 years,0.0,0.0
Argentina,Bioenergy,50+ years,0.0,0.0
Armenia,Oil and gas,0-9 years,0.254,9.723604624454483
Armenia,Oil and gas,10-19 years,0.673,25.763724064007356
Armenia,Oil and gas,20-29 years,0.0,0.0
Armenia,Oil and gas,30-39 years,0.0,0.0
Armenia,Oil and gas,40-49 years,0.0,0.0
Armenia,Oil and gas,50+ years,0.2,7.656381594058649
Armenia,Utility-scale solar,0-9 years,0.15519999999999998,5.941352116989511
Armenia,Utility-scale solar,10-19 years,0.0,0.0
Armenia,Utility-scale solar,20-29 years,0.0,0.0
Armenia,Utility-scale solar,30-39 years,0.0,0.0
Armenia,Utility-scale solar,40-49 years,0.0,0.0
Armenia,Utility-scale solar,50+ years,0.0,0.0
Armenia,Hydropower,0-9 years,0.0,0.0
Armenia,Hydropower,10-19 years,0.0,0.0
Armenia,Hydropower,20-29 years,0.0,0.0
Armenia,Hydropower,30-39 years,0.076,2.9094250057422864
Armenia,Hydropower,40-49 years,0.171,6.546206262920144
Armenia,Hydropower,50+ years,0.635,24.30901156113621
Armenia,Nuclear,0-9 years,0.0,0.0
Armenia,Nuclear,10-19 years,0.0,0.0
Armenia,Nuclear,20-29 years,0.0,0.0
Armenia,Nuclear,30-39 years,0.0,0.0
Armenia,Nuclear,40-49 years,0.448,17.15029477069137
Armenia,Nuclear,50+ years,0.0,0.0
Aruba,Oil and gas,0-9 years,0.102,44.07951598962835
Aruba,Oil and gas,10-19 years,0.092,39.757994814174594
Aruba,Oil and gas,20-29 years,0.0,0.0
Aruba,Oil and gas,30-39 years,0.0,0.0
Aruba,Oil and gas,40-49 years,0.0,0.0
Aruba,Oil and gas,50+ years,0.0,0.0
Aruba,Utility-scale solar,0-9 years,0.0074,3.197925669835782
Aruba,Utility-scale solar,10-19 years,0.0,0.0
Aruba,Utility-scale solar,20-29 years,0.0,0.0
Aruba,Utility-scale solar,30-39 years,0.0,0.0
Aruba,Utility-scale solar,40-49 years,0.0,0.0
Aruba,Utility-scale solar,50+ years,0.0,0.0
Aruba,Wind,0-9 years,0.0,0.0
Aruba,Wind,10-19 years,0.03,12.964563526361278
Aruba,Wind,20-29 years,0.0,0.0
Aruba,Wind,30-39 years,0.0,0.0
Aruba,Wind,40-49 years,0.0,0.0
Aruba,Wind,50+ years,0.0,0.0
Australia,Coal,0-9 years,0.0,0.0
Australia,Coal,10-19 years,1.33,1.7809909055774997
Australia,Coal,20-29 years,4.133,5.534462716354742
Australia,Coal,30-39 years,6.178,8.272903620043454
Australia,Coal,40-49 years,10.268,13.74978542742088
Australia,Coal,50+ years,0.72,0.9641454526434586
Australia,Oil and gas,0-9 years,2.0004,2.6787174492610757
Australia,Oil and gas,10-19 years,9.537799999999999,12.771981247531636
Australia,Oil and gas,20-29 years,5.0681,6.786646622975434
Australia,Oil and gas,30-39 years,0.34,0.4552909081927443
Australia,Oil and gas,40-49 years,1.75,2.3434090862861843
Australia,Oil and gas,50+ years,0.221,0.2959390903252838
Australia,Utility-scale solar,0-9 years,10.598019,14.191710869276353
Australia,Utility-scale solar,10-19 years,0.06611,0.08852729982535978
Australia,Utility-scale solar,20-29 years,0.0,0.0
Australia,Utility-scale solar,30-39 years,0.0,0.0
Australia,Utility-scale solar,40-49 years,0.0,0.0
Australia,Utility-scale solar,50+ years,0.0,0.0
Australia,Wind,0-9 years,10.051200000000001,13.459470518902684
Australia,Wind,10-19 years,3.654,4.893038172165552
Australia,Wind,20-29 years,0.49889999999999995,0.6680724532275298
Australia,Wind,30-39 years,0.0,0.0
Australia,Wind,40-49 years,0.0,0.0
Australia,Wind,50+ years,0.0,0.0
Australia,Hydropower,0-9 years,0.0,0.0
Australia,Hydropower,10-19 years,0.14,0.1874727269028947
Australia,Hydropower,20-29 years,0.0,0.0
Australia,Hydropower,30-39 years,0.481,0.6441027260020883
Australia,Hydropower,40-49 years,1.583,2.1197809049091596
Australia,Hydropower,50+ years,5.743,7.690399075738032
Australia,Bioenergy,0-9 years,0.0,0.0
Australia,Bioenergy,10-19 years,0.176,0.23567999953506766
Australia,Bioenergy,20-29 years,0.128,0.17140363602550376
Australia,Bioenergy,30-39 years,0.012,0.016069090877390977
Australia,Bioenergy,40-49 years,0.0,0.0
Australia,Bioenergy,50+ years,0.0,0.0
Austria,Oil and gas,0-9 years,0.246,1.2594958821652518
Austria,Oil and gas,10-19 years,2.597,13.296385390175441
Austria,Oil and gas,20-29 years,1.379,7.060344802869439
Austria,Oil and gas,30-39 years,0.194,0.9932609802441416
Austria,Oil and gas,40-49 years,0.0,0.0
Austria,Oil and gas,50+ years,0.31,1.587169607606618
Austria,Utility-scale solar,0-9 years,0.06612399999999999,0.3385483972044516
Austria,Utility-scale solar,10-19 years,0.0,0.0
Austria,Utility-scale solar,20-29 years,0.0,0.0
Austria,Utility-scale solar,30-39 years,0.0,0.0
Austria,Utility-scale solar,40-49 years,0.0,0.0
Austria,Utility-scale solar,50+ years,0.0,0.0
Austria,Wind,0-9 years,1.078,5.519254312903013
Austria,Wind,10-19 years,1.438,7.362419018510698
Austria,Wind,20-29 years,0.498,2.5497111760906312
Austria,Wind,30-39 years,0.0,0.0
Austria,Wind,40-49 years,0.0,0.0
Austria,Wind,50+ years,0.0,0.0
Austria,Hydropower,0-9 years,0.899,4.602791862059192
Austria,Hydropower,10-19 years,1.145,5.862287744224443
Austria,Hydropower,20-29 years,0.172,0.8806231371236718
Austria,Hydropower,30-39 years,0.703,3.5992910778950074
Austria,Hydropower,40-49 years,3.266,16.721599801429722
Austria,Hydropower,50+ years,5.335,27.31467695671389
Austria,Bioenergy,0-9 years,0.111,0.5683091175623697
Austria,Bioenergy,10-19 years,0.0945,0.4838307352220174
Austria,Bioenergy,20-29 years,0.0,0.0
Austria,Bioenergy,30-39 years,0.0,0.0
Austria,Bioenergy,40-49 years,0.0,0.0
Austria,Bioenergy,50+ years,0.0,0.0
Azerbaijan,Oil and gas,0-9 years,2.0643000000000002,23.730859428886745
Azerbaijan,Oil and gas,10-19 years,2.1696,24.94137122361705
Azerbaijan,Oil and gas,20-29 years,0.507,5.828390122775556
Azerbaijan,Oil and gas,30-39 years,2.4,27.590012415505587
Azerbaijan,Oil and gas,40-49 years,0.0,0.0
Azerbaijan,Oil and gas,50+ years,0.0,0.0
Azerbaijan,Utility-scale solar,0-9 years,0.2675,3.0751368004782274
Azerbaijan,Utility-scale solar,10-19 years,0.0174,0.2000275900124155
Azerbaijan,Utility-scale solar,20-29 years,0.0,0.0
Azerbaijan,Utility-scale solar,30-39 years,0.0,0.0
Azerbaijan,Utility-scale solar,40-49 years,0.0,0.0
Azerbaijan,Utility-scale solar,50+ years,0.0,0.0
Azerbaijan,Wind,0-9 years,0.05,0.5747919253230331
Azerbaijan,Wind,10-19 years,0.0,0.0
Azerbaijan,Wind,20-29 years,0.0,0.0
Azerbaijan,Wind,30-39 years,0.0,0.0
Azerbaijan,Wind,40-49 years,0.0,0.0
Azerbaijan,Wind,50+ years,0.0,0.0
Azerbaijan,Hydropower,0-9 years,0.182,2.0922426081758405
Azerbaijan,Hydropower,10-19 years,0.0,0.0
Azerbaijan,Hydropower,20-29 years,0.15,1.7243757759690992
Azerbaijan,Hydropower,30-39 years,0.0,0.0
Azerbaijan,Hydropower,40-49 years,0.43,4.943210557778085
Azerbaijan,Hydropower,50+ years,0.424,4.87423552673932
Azerbaijan,Bioenergy,0-9 years,0.0,0.0
Azerbaijan,Bioenergy,10-19 years,0.037,0.4253460247390445
Azerbaijan,Bioenergy,20-29 years,0.0,0.0
Azerbaijan,Bioenergy,30-39 years,0.0,0.0
Azerbaijan,Bioenergy,40-49 years,0.0,0.0
Azerbaijan,Bioenergy,50+ years,0.0,0.0
BRICS,Coal,0-9 years,548.5318000000001,13.952644084524335
BRICS,Coal,10-19 years,750.8855,19.099782600990675
BRICS,Coal,20-29 years,190.9129,4.8561263810856286
BRICS,Coal,30-39 years,83.4632,2.122998746390768
BRICS,Coal,40-49 years,35.784699999999994,0.910231973372333
BRICS,Coal,50+ years,21.6771,0.5513861932610697
BRICS,Oil and gas,0-9 years,212.10523999999998,5.395182051765484
BRICS,Oil and gas,10-19 years,165.26548,4.2037497587160395
BRICS,Oil and gas,20-29 years,60.954,1.550446970491221
BRICS,Oil and gas,30-39 years,42.1779,1.0728516139495632
BRICS,Oil and gas,40-49 years,33.5698,0.8538930129277191
BRICS,Oil and gas,50+ years,30.738400000000002,0.781872545817294
BRICS,Utility-scale solar,0-9 years,476.8612873656969,12.129608201934055
BRICS,Utility-scale solar,10-19 years,38.22503654260555,0.9723052154805097
BRICS,Utility-scale solar,20-29 years,0.0,0.0
BRICS,Utility-scale solar,30-39 years,0.0,0.0
BRICS,Utility-scale solar,40-49 years,0.0,0.0
BRICS,Utility-scale solar,50+ years,0.0,0.0
BRICS,Wind,0-9 years,348.81140000000005,8.872487095232495
BRICS,Wind,10-19 years,135.9055,3.4569391795139714
BRICS,Wind,20-29 years,0.7138,0.018156463030098657
BRICS,Wind,30-39 years,0.025,0.000635908623917717
BRICS,Wind,40-49 years,0.0,0.0
BRICS,Wind,50+ years,0.0,0.0
BRICS,Hydropower,0-9 years,136.158,3.4633618566155406
BRICS,Hydropower,10-19 years,209.339,5.324819016892438
BRICS,Hydropower,20-29 years,65.191,1.6582207640727955
BRICS,Hydropower,30-39 years,38.379,0.9762214830935225
BRICS,Hydropower,40-49 years,64.769,1.6474866265010646
BRICS,Hydropower,50+ years,72.759,1.850723022705167
BRICS,Nuclear,0-9 years,49.898,1.2692227406498497
BRICS,Nuclear,10-19 years,25.834,0.657122535611612
BRICS,Nuclear,20-29 years,9.547,0.24284078530169778
BRICS,Nuclear,30-39 years,10.44,0.26555544134803866
BRICS,Nuclear,40-49 years,11.284,0.28702371649150077
BRICS,Nuclear,50+ years,1.309,0.03329617554833166
BRICS,Bioenergy,0-9 years,36.426300000000005,0.9265519322965574
BRICS,Bioenergy,10-19 years,15.4024,0.3917807595612098
BRICS,Bioenergy,20-29 years,3.3775999999999997,0.08591379872577924
BRICS,Bioenergy,30-39 years,1.0205,0.025957790028321204
BRICS,Bioenergy,40-49 years,0.706,0.017958059539436327
BRICS,Bioenergy,50+ years,0.5287000000000001,0.01344819557861188
BRICS,Geothermal,0-9 years,1.013,0.025767017441145894
BRICS,Geothermal,10-19 years,0.57845,0.014713653740208138
BRICS,Geothermal,20-29 years,0.50945,0.012958545938195235
BRICS,Geothermal,30-39 years,0.275,0.006994994863094887
BRICS,Geothermal,40-49 years,0.03,0.0007630903487012605
BRICS,Geothermal,50+ years,0.0,0.0
Bahamas,Oil and gas,0-9 years,0.1943,78.88753552578157
Bahamas,Oil and gas,10-19 years,0.052,21.11246447421843
Bahamas,Oil and gas,20-29 years,0.0,0.0
Bahamas,Oil and gas,30-39 years,0.0,0.0
Bahamas,Oil and gas,40-49 years,0.0,0.0
Bahamas,Oil and gas,50+ years,0.0,0.0
Bahrain,Oil and gas,0-9 years,3.9728999999999997,42.78376049967693
Bahrain,Oil and gas,10-19 years,2.168,23.346973939263407
Bahrain,Oil and gas,20-29 years,1.647,17.736377342235624
Bahrain,Oil and gas,30-39 years,0.794,8.550506138272668
Bahrain,Oil and gas,40-49 years,0.7,7.538229592935602
Bahrain,Oil and gas,50+ years,0.0,0.0
Bahrain,Utility-scale solar,0-9 years,0.0,0.0
Bahrain,Utility-scale solar,10-19 years,0.0040999999999999995,0.044152487615765665
Bahrain,Utility-scale solar,20-29 years,0.0,0.0
Bahrain,Utility-scale solar,30-39 years,0.0,0.0
Bahrain,Utility-scale solar,40-49 years,0.0,0.0
Bahrain,Utility-scale solar,50+ years,0.0,0.0
Bangladesh,Coal,0-9 years,7.105,24.52791784524952
Bangladesh,Coal,10-19 years,0.125,0.4315256482274722
Bangladesh,Coal,20-29 years,0.0,0.0
Bangladesh,Coal,30-39 years,0.0,0.0
Bangladesh,Coal,40-49 years,0.0,0.0
Bangladesh,Coal,50+ years,0.0,0.0
Bangladesh,Oil and gas,0-9 years,13.0209,44.95081850404074
Bangladesh,Oil and gas,10-19 years,5.3346,18.416133784274187
Bangladesh,Oil and gas,20-29 years,1.554,5.364726858763934
Bangladesh,Oil and gas,30-39 years,0.607,2.095488547792605
Bangladesh,Oil and gas,40-49 years,0.0,0.0
Bangladesh,Oil and gas,50+ years,0.0,0.0
Bangladesh,Utility-scale solar,0-9 years,0.888492,3.0672566899593856
Bangladesh,Utility-scale solar,10-19 years,0.0,0.0
Bangladesh,Utility-scale solar,20-29 years,0.0,0.0
Bangladesh,Utility-scale solar,30-39 years,0.0,0.0
Bangladesh,Utility-scale solar,40-49 years,0.0,0.0
Bangladesh,Utility-scale solar,50+ years,0.0,0.0
Bangladesh,Wind,0-9 years,0.06,0.20713231114918665
Bangladesh,Wind,10-19 years,0.0,0.0
Bangladesh,Wind,20-29 years,0.0,0.0
Bangladesh,Wind,30-39 years,0.0,0.0
Bangladesh,Wind,40-49 years,0.0,0.0
Bangladesh,Wind,50+ years,0.0,0.0
Bangladesh,Hydropower,0-9 years,0.0,0.0
Bangladesh,Hydropower,10-19 years,0.0,0.0
Bangladesh,Hydropower,20-29 years,0.0,0.0
Bangladesh,Hydropower,30-39 years,0.0,0.0
Bangladesh,Hydropower,40-49 years,0.0,0.0
Bangladesh,Hydropower,50+ years,0.23,0.7940071927385488
Bangladesh,Bioenergy,0-9 years,0.042,0.14499261780443065
Bangladesh,Bioenergy,10-19 years,0.0,0.0
Bangladesh,Bioenergy,20-29 years,0.0,0.0
Bangladesh,Bioenergy,30-39 years,0.0,0.0
Bangladesh,Bioenergy,40-49 years,0.0,0.0
Bangladesh,Bioenergy,50+ years,0.0,0.0
Barbados,Oil and gas,0-9 years,0.0,0.0
Barbados,Oil and gas,10-19 years,0.0,0.0
Barbados,Oil and gas,20-29 years,0.133,64.84293870148359
Barbados,Oil and gas,30-39 years,0.0,0.0
Barbados,Oil and gas,40-49 years,0.05,24.37704462461789
Barbados,Oil and gas,50+ years,0.0,0.0
Barbados,Utility-scale solar,0-9 years,0.021111,10.292475781406166
Barbados,Utility-scale solar,10-19 years,0.0,0.0
Barbados,Utility-scale solar,20-29 years,0.0,0.0
Barbados,Utility-scale solar,30-39 years,0.0,0.0
Barbados,Utility-scale solar,40-49 years,0.0,0.0
Barbados,Utility-scale solar,50+ years,0.0,0.0
Barbados,Wind,0-9 years,0.001,0.4875408924923578
Barbados,Wind,10-19 years,0.0,0.0
Barbados,Wind,20-29 years,0.0,0.0
Barbados,Wind,30-39 years,0.0,0.0
Barbados,Wind,40-49 years,0.0,0.0
Barbados,Wind,50+ years,0.0,0.0
Belarus,Oil and gas,0-9 years,1.1812,9.991869440859832
Belarus,Oil and gas,10-19 years,2.046,17.307284859464282
Belarus,Oil and gas,20-29 years,2.072,17.52722103069892
Belarus,Oil and gas,30-39 years,0.664,5.616831449992319
Belarus,Oil and gas,40-49 years,1.3,10.99680856173195
Belarus,Oil and gas,50+ years,1.91,16.15684950223694
Belarus,Utility-scale solar,0-9 years,0.25514414375,2.158285618819821
Belarus,Utility-scale solar,10-19 years,0.005267487499999999,0.04455811664524309
Belarus,Utility-scale solar,20-29 years,0.0,0.0
Belarus,Utility-scale solar,30-39 years,0.0,0.0
Belarus,Utility-scale solar,40-49 years,0.0,0.0
Belarus,Utility-scale solar,50+ years,0.0,0.0
Belarus,Nuclear,0-9 years,2.388,20.20029141955069
Belarus,Nuclear,10-19 years,0.0,0.0
Belarus,Nuclear,20-29 years,0.0,0.0
Belarus,Nuclear,30-39 years,0.0,0.0
Belarus,Nuclear,40-49 years,0.0,0.0
Belarus,Nuclear,50+ years,0.0,0.0
Belgium,Oil and gas,0-9 years,0.8987999999999999,5.919753356782705
Belgium,Oil and gas,10-19 years,2.224,14.647898826752042
Belgium,Oil and gas,20-29 years,1.7822,11.738077917732683
Belgium,Oil and gas,30-39 years,0.823,5.420512920151498
Belgium,Oil and gas,40-49 years,0.05,0.3293142721841736
Belgium,Oil and gas,50+ years,0.0,0.0
Belgium,Utility-scale solar,0-9 years,0.141723,0.9334281319351526
Belgium,Utility-scale solar,10-19 years,0.052842,0.34803249541512205
Belgium,Utility-scale solar,20-29 years,0.0,0.0
Belgium,Utility-scale solar,30-39 years,0.0,0.0
Belgium,Utility-scale solar,40-49 years,0.0,0.0
Belgium,Utility-scale solar,50+ years,0.0,0.0
Belgium,Wind,0-9 years,2.268,14.937695386274113
Belgium,Wind,10-19 years,1.267,8.344823657146959
Belgium,Wind,20-29 years,0.025,0.1646571360920868
Belgium,Wind,30-39 years,0.0,0.0
Belgium,Wind,40-49 years,0.0,0.0
Belgium,Wind,50+ years,0.0,0.0
Belgium,Hydropower,0-9 years,0.0,0.0
Belgium,Hydropower,10-19 years,0.0,0.0
Belgium,Hydropower,20-29 years,0.0,0.0
